ref,nztm_x,nztm_y,top_screen,aquifer_type,formation,alt_name,bore_depth,bottom_screen,database,site_location,screen_range,lithology,altitude,site_id,regional_council,report_source,region,water_level_bgl_m,elevation,no_ages,start_date,end_date,f_p1,f_p2,frac_1,mrt1,age_min,age_max,age_mean,age_std,age_median,org_ref
gnd0599,1712050.0,5631128.0,78.5,nan,nan,nan,83.0,81.5,trc,"Eltham-7, STDC Landfill, 5109 Mountain Rd",78.5 - 81.5,Matemateaonga,,nan,nan,nan,nan,,,1.0,,,0.8,,,,148.0,148.0,148.0,,148.0,GND0599
gnd0600,1712046.0,5631130.0,16.3,nan,nan,nan,20.1,19.3,trc,"Eltham-7A, STDC Landfill, 5109 Mountain Rd",16.3 - 19.3,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,31.5,31.5,31.5,,31.5,GND0600
gnd0171,1704110.0,5677855.0,,nan,nan,nan,48.7,,trc,"Thorp DT, Puke-atea, Sentry Hill, Waitara",nan,Matemateaonga,,nan,nan,nan,nan,,,1.0,,,0.8,,,,170.0,170.0,170.0,,170.0,GND0171
gnd0500,1707317.0,5668159.0,,nan,nan,nan,160.4,,trc,"Sole B, Richmond Rd, Inglewood",nan,Matemateaonga,,nan,nan,nan,nan,,,2.0,,,0.8,,,,180.0,200.0,190.0,14.142135623730951,190.0,GND0500
gnd0565,1711825.0,5656463.0,,nan,nan,nan,95.4,,trc,"Crockett B, Salisbury Rd, Midhurst",nan,Matemateaonga,,nan,nan,nan,nan,,,1.0,,,0.8,,,,165.0,165.0,165.0,,165.0,GND0565
gnd0122,1715775.0,5632326.0,,nan,nan,nan,300.0,,trc,"Eltham Co-Op Dairy Co Ltd (closed) Mangawhero Rd, Eltham",nan,Matemateaonga,,nan,nan,nan,nan,,,1.0,,,0.8,,,,190.0,190.0,190.0,,190.0,GND0122
gnd0416,1713548.0,5618369.0,238.4,nan,nan,nan,241.4,241.4,trc,"Taiporohenui Marae, Ohangai Rd, Hawera",238.4 - 241.4,Whenuakura,,nan,nan,nan,nan,,,1.0,,,0.8,,,,180.0,180.0,180.0,,180.0,GND0416
gnd0854,1723604.0,5642556.0,,nan,nan,nan,,,trc,"Old Huinga Dairy Factory, Toko Rd, Toko",nan,Matemateaonga,,nan,nan,nan,nan,,,1.0,,,0.8,,,,175.0,175.0,175.0,,175.0,GND0854
gnd1007,1714819.0,5663965.0,,nan,nan,nan,79.2,,trc,"Wickham I, Junction Rd, Inglewood",nan,Matemateaonga,,nan,nan,nan,nan,,,1.0,,,0.8,,,,185.0,185.0,185.0,,185.0,GND1007
gnd0138,1712433.0,5644965.0,,nan,nan,nan,42.6,,trc,"Stratford Demonstration Farm, East Rd, Stratford",nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,135.0,135.0,135.0,,135.0,GND0138
gnd0585,1748263.0,5588822.0,122.8,nan,nan,nan,140.5,140.5,trc,Richmond Ltd. Waitotara - production bore 3,122.8 - 140.5,Whenuakura,,nan,nan,nan,nan,,,1.0,,,0.8,,,,190.0,190.0,190.0,,190.0,GND0585
gnd0853,1748787.0,5586521.0,,nan,nan,nan,49.5,,trc,"STDC Waiinu Beach Supply, Waitotara",nan,Whenuakura,,nan,nan,nan,nan,,,1.0,,,0.8,,,,168.0,168.0,168.0,,168.0,GND0853
gnd0534,1754164.0,5589589.0,164.6,nan,nan,nan,195.4,170.7,trc,"Hopkins D, Russell Rd, Nukumaru, Waitotara",164.6 - 170.7,Whenuakura,,nan,nan,nan,nan,,,1.0,,,0.8,,,,165.0,165.0,165.0,,165.0,GND0534
gnd0689,1691179.0,5675842.0,,nan,nan,nan,916.1,,trc,"Bonithon-1, 8 Bonithon Ave, NP",nan,Matemateaonga,,nan,nan,nan,nan,,,1.0,,,0.8,,,,175.0,175.0,175.0,,175.0,GND0689
gnd0547,1715787.0,5643856.0,,nan,nan,nan,107.3,,trc,"Hann D, Skinner Rd, Stratford",nan,Matemateaonga,,nan,nan,nan,nan,,,1.0,,,0.8,,,,200.0,200.0,200.0,,200.0,GND0547
gnd0563,1719027.0,5647305.0,72.1,nan,nan,nan,77.7,77.7,trc,"Bayly, 250 Ahuroa Rd, Toko",72.1 - 77.7,Matemateaonga,,nan,nan,nan,nan,,,2.0,,,0.8,,,,150.0,195.0,172.5,31.81980515339464,172.5,GND0563
gnd0430,1713802.0,5623656.0,54.0,nan,nan,nan,234.6,234.0,trc,"Corrigan R, Whakatau Rd, Hawera                                                                     ",54.0 - 234.0,Whenuakura,,nan,nan,nan,nan,,,1.0,,,0.8,,,,135.0,135.0,135.0,,135.0,GND0430
gnd1107,1690156.0,5636290.0,,nan,nan,nan,65.0,,trc,"OLD SEM Barker KA, 1454 Auroa Rd, Kaponga",nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,100.0,100.0,100.0,,100.0,GND1107
gnd1754,1700814.0,5661616.0,,nan,nan,nan,200.0,,trc,"Newsome K, 150 Bedford Road, Inglewood",nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,250.0,250.0,250.0,,250.0,GND1754
gnd2031,1690198.0,5637946.0,,nan,nan,nan,33.5,,trc,Bore Log at P Gargan's farm,nan,Unknown,,nan,nan,nan,nan,,,1.0,,,0.8,,,,250.0,250.0,250.0,,250.0,GND2031
gnd2102,1693939.0,5675090.0,24.0,nan,nan,nan,27.0,27.0,trc,Monitoring well at Pukekura Raceway - TRC-PMB1,24.0 - 27.0,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,66.0,66.0,66.0,,66.0,GND2102
gnd0508,1694021.0,5669859.0,8.0,,,,14.0,14.0,,,,,,,,,,,,1.0,,,0.5666666666666667,1.0,1.0,3.5,3.5,3.5,3.5,,3.5,
gnd2467,1677810.0,5659281.0,48.0,nan,nan,nan,81.0,57.0,trc,Okato Production Bore 1,48.0 - 57.0,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,69.0,69.0,69.0,,69.0,GND2467
gnd2466,1677728.0,5659360.0,42.0,nan,nan,nan,94.0,48.0,trc,Okato Production Bore,42.0 - 48.0,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,54.0,54.0,54.0,,54.0,GND2466
gnd2063,1698615.0,5627718.0,,nan,nan,nan,7.2,,trc,"Lactose, Farm 2, Skeet Rd, Kapuni",nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,22.0,22.0,22.0,,22.0,GND2063
gnd2329,1700601.0,5632912.0,,nan,nan,nan,13.7,,trc,"Peter Malone - GW Well, 647 Palmer Road, Kaponga",nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,1.0,1.0,1.0,,1.0,GND2329
gnd2333,1700636.0,5631752.0,,nan,nan,nan,11.7,,trc,Conn - GW Well 2,nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,1.0,1.0,1.0,,1.0,GND2333
gnd000012,1700085.0,5629391.0,,nan,nan,nan,10.0,,trc,"BALLANCE AGRI-NUTRIENTS LTD, GW Bore #5",nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,2.5,2.5,2.5,,2.5,GND000012
gnd0551,1700313.0,5629824.0,4.0,nan,nan,nan,7.0,7.0,trc,"BALLANCE AGRI-NUTRIENTS LTD, GW Bore #22 ",4.0 - 7.0,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,2.0,2.0,2.0,,2.0,GND0551
gnd2049,1698575.0,5628905.0,,nan,nan,nan,5.6,,trc,"Lactose, Manaia Rd, Kapuni",nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,1.5,1.5,1.5,,1.5,GND2049
gnd2050,1698397.0,5627747.0,,nan,nan,nan,5.4,,trc,"Lactose, Manaia Rd, Kapuni",nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,49.0,49.0,49.0,,49.0,GND2050
gnd0213,1711184.0,5682094.0,18.0,nan,nan,nan,22.0,21.0,trc,"Weston (W3) SH 3, Motunui                                                                           ",18.0 - 21.0,Marine terrace (north),,nan,nan,nan,nan,,,1.0,,,0.8,,,,19.0,19.0,19.0,,19.0,GND0213
gnd1058,1701767.0,5623025.0,,nan,nan,nan,,,trc,"Taranaki By-Products Ltd, C/- B & G Shearer, Normanby Rd (spring)",nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,24.0,24.0,24.0,,24.0,GND1058
gnd2474,1717374.0,5680232.0,21.0,nan,nan,nan,30.0,30.0,trc,Urenui wellsite groundwater monitoring well,21.0 - 30.0,Marine terrace (north),,nan,nan,nan,nan,,,1.0,,,0.8,,,,2.9,2.9,2.9,,2.9,GND2474
gnd2513,1717859.0,5664750.0,1.0,nan,nan,nan,5.0,5.0,trc,"1668 Tarata Road, Tarata ",1.0 - 5.0,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,12.5,12.5,12.5,,12.5,GND2513
gnd1112,1702153.0,5621305.0,,nan,nan,nan,12.0,,trc,"Roberts MJ, 135 Ahipaipa Rd, R.D. 11, Hawera 4671                                                   ",nan,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,16.0,16.0,16.0,,16.0,GND1112
gnd2114,1675236.0,5661852.0,34.0,nan,nan,nan,42.0,42.0,trc,"Organic Dairy Limited, 2457 SH45, Okato",34.0 - 42.0,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,40.0,40.0,40.0,,40.0,GND2114
gnd2440,1720380.0,5604685.0,1.0,nan,nan,nan,5.0,5.0,trc,STOS Mangaroa MW103,1.0 - 5.0,Marine terrace (south),,nan,nan,nan,nan,,,1.0,,,0.8,,,,0.9,0.9,0.9,,0.9,GND2440
gnd2512,1671908.0,5633681.0,1.0,nan,nan,nan,5.0,5.0,trc,Opunake Redox monitoring bore,1.0 - 5.0,Volcanics,,nan,nan,nan,nan,,,1.0,,,0.8,,,,1.7,1.7,1.7,,1.7,GND2512
gnd0076,1725550.0,5599498.0,52.1,nan,nan,nan,65.8,65.8,trc,"Brannigan S, 246 Egmont St, Patea",52.1 - 65.8,Whenuakura,,nan,nan,nan,nan,,,1.0,,,0.8,,,,182.0,182.0,182.0,,182.0,GND0076
gnd2197,1725006.0,5599997.0,96.5,nan,nan,nan,144.2,141.5,trc,STDC Pate Supply Bore (Bore 4),96.5 - 141.5,Whenuakura,,nan,nan,nan,nan,,,1.0,,,0.8,,,,179.0,179.0,179.0,,179.0,GND2197
209005,1769432.102,5580225.073,65.5,,,,70.54,68.6,,,,,,,,,,,,2.0,,,0.6,,,,82.0,82.0,82.0,0.0,82.0,
301001,1785672.799671433,5565696.928678758,77.0,,,,80.0,80.0,,,,,,,,,,,,2.0,,,0.6,,,,130.0,130.0,130.0,0.0,130.0,
301011,1783606.3498026596,5562484.790775929,25.0,,,,27.0,27.0,,,,,,,,,,,,2.0,,,0.7,,,,168.0,168.0,168.0,0.0,168.0,
302039,1794195.8840153376,5564206.069519305,67.4,,,,72.45,72.45,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
302035,1794201.8855632148,5564205.070967787,103.0,,,,109.0,109.0,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
302037,1794005.7799017162,5564436.0646294635,47.9,,,,54.0,54.0,,,,,,,,,,,,2.0,,,0.7,,,,180.0,180.0,180.0,0.0,180.0,
302038,1794728.0232653334,5564112.196514439,41.9,,,,48.2,48.2,,,,,,,,,,,,2.0,,,0.7,,,,163.0,163.0,163.0,0.0,163.0,
303013,1803048.35664742,5562558.05392543,247.5,,,,266.4,266.4,,,,,,,,,,,,2.0,,,0.6,,,,160.0,160.0,160.0,0.0,160.0,
306005,1825023.877271036,5562136.273289355,202.0,,,,220.0,220.0,,,,,,,,,,,,4.0,,,0.75,,,,170.0,265.0,217.5,54.84827557301445,217.5,
312001,1793730.4939557347,5548925.811038924,15.7,,,,18.0,18.0,,,,,,,,,,,,4.0,,,0.7,,,,159.0,159.0,159.0,0.0,159.0,
312004,1788376.706,5556710.078,29.8,,,,30.0,30.3,,,,,,,,,,,,2.0,,,0.6,,,,160.0,160.0,160.0,0.0,160.0,
312007,1790025.6599312671,5553996.968847469,59.7,,,,62.8,62.8,,,,,,,,,,,,2.0,,,0.6,,,,130.0,130.0,130.0,0.0,130.0,
312020,1795321.4314042043,5555178.465150367,114.5,,,,116.7,115.32,,,,,,,,,,,,4.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
316037,1823563.1220272318,5548964.628002575,24.4,,,,26.5,26.5,,,,,,,,,,,,4.0,,,0.235,,,,45.0,52.0,48.5,4.041451884327381,48.5,
319004,1854506.9732903251,5548046.952970403,,,,,14.0,,,,,,,,,,,,,1.0,,,,,,,0.25,0.25,0.25,,0.25,
324041,1804242.7620949915,5537690.324317177,,,,,235.0,,,,,,,,,,,,,2.0,,,0.8,,,,210.0,210.0,210.0,0.0,210.0,
324067,1806502.0064456637,5545318.528741007,19.6,,,,22.6,22.6,,,,,,,,,,,,4.0,,,0.8,,,,125.0,125.0,125.0,0.0,125.0,
325019,1819731.0518226798,5542370.965010031,99.5,,,,102.5,102.5,,,,,,,,,,,,2.0,,,0.6,,,,150.0,150.0,150.0,0.0,150.0,
325361,1817953.5413066982,5542343.6797475265,59.0,,,,65.0,65.0,,,,,,,,,,,,2.0,,,0.7,,,,170.0,170.0,170.0,0.0,170.0,
326021,1822767.6022764284,5537859.054225085,,,,,30.0,,,,,,,,,,,,,2.0,,,0.8,,,,200.0,200.0,200.0,0.0,200.0,
326103,1824388.1276259148,5537598.18791246,198.8,,,,201.8,201.8,,,,,,,,,,,,4.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
326113,1822001.2190093198,5538995.291940912,190.0,,,,199.0,199.0,,,,,,,,,,,,4.0,,,0.8,,,,140.0,265.0,202.5,72.16878364870321,202.5,
326117,1822084.1787108681,5539462.443980153,354.4,,,,360.9,360.9,,,,,,,,,,,,4.0,,,0.65,,,,120.0,265.0,192.5,83.71578903249574,192.5,
326131,1824787.4324306273,5543400.05691486,,,,,12.2,,,,,,,,,,,,,2.0,,,0.9,,,,250.0,250.0,250.0,0.0,250.0,
326191,1821615.3154667525,5537438.775100403,151.75,,,,153.75,153.75,,,,,,,,,,,,2.0,,,0.5,,,,110.0,110.0,110.0,0.0,110.0,
326211,1825670.5674834063,5544344.4943569405,,,,,118.0,,,,,,,,,,,,,2.0,,,0.7,,,,200.0,200.0,200.0,0.0,200.0,
327005,1836091.1845310982,5543801.81771977,,,,,92.6,,,,,,,,,,,,,2.0,,,0.7,,,,130.0,130.0,130.0,0.0,130.0,
327111,1831890.3224087458,5539299.69047047,98.7,,,,100.0,100.0,,,,,,,,,,,,2.0,,,0.5,,,,110.0,110.0,110.0,0.0,110.0,
327121,1831890.334998501,5539199.656463004,,,,,25.92,,,,,,,,,,,,,2.0,,,0.8,,,,55.0,55.0,55.0,0.0,55.0,
329032,1850557.1739861553,5540470.207982441,45.0,,,,17.4,48.0,,,,,,,,,,,,2.0,,,0.7,,,,200.0,200.0,200.0,0.0,200.0,
332009,1794012.722,5528889.498,,,,,25.37,,,,,,,,,,,,,2.0,,,0.7,,,,190.0,190.0,190.0,0.0,190.0,
332018,1790313.3751707845,5528722.538977894,149.0,,,,161.0,161.0,,,,,,,,,,,,4.0,,,0.7,,,,170.0,250.0,210.0,46.188021535170066,210.0,
332025,1791935.013,5536396.827,5.6,,,,8.6,8.6,,,,,,,,,,,,2.0,,,0.7,,,,9.0,9.0,9.0,0.0,9.0,
334001,1811730.984934762,5534701.691741958,,,,,18.0,,,,,,,,,,,,,2.0,,,0.8,,,,106.0,106.0,106.0,0.0,106.0,
334021,1812008.5970944483,5530446.654465986,95.5,,,,96.5,96.5,,,,,,,,,,,,2.0,,,0.5,,,,95.0,95.0,95.0,0.0,95.0,
334091,1810905.648170465,5527653.844496767,18.0,,,,19.0,19.0,,,,,,,,,,,,4.0,,,0.6,,,,120.0,130.0,125.0,5.773502691896258,125.0,
334141,1810467.6404080899,5526763.5843156045,,,,,170.18,,,,,,,,,,,,,2.0,,,0.7,,,,190.0,190.0,190.0,0.0,190.0,
334161,1806713.7832144722,5526754.180318516,167.05,,,,179.2,179.2,,,,,,,,,,,,2.0,,,0.6,,,,150.0,150.0,150.0,0.0,150.0,
335002,1812636.2410069248,5534502.762152995,139.0,,,,145.0,145.0,,,,,,,,,,,,2.0,,,0.5,,,,110.0,110.0,110.0,0.0,110.0,
335131,1819995.798447089,5529286.233117531,,,,,148.54,,,,,,,,,,,,,2.0,,,0.6,,,,125.0,125.0,125.0,0.0,125.0,
335171,1814588.5601072372,5527525.202549729,,,,,68.63,,,,,,,,,,,,,2.0,,,0.8,,,,185.0,185.0,185.0,0.0,185.0,
335351,1815990.9913931233,5526747.143904101,,,,,171.0,,,,,,,,,,,,,4.0,,,0.5,,,,130.0,130.0,130.0,0.0,130.0,
335361,1818541.6512548225,5526757.3940637475,,,,,112.0,,,,,,,,,,,,,2.0,,,0.7,,,,150.0,150.0,150.0,0.0,150.0,
335371,1816538.6128763556,5531627.494582394,,,,,111.0,,,,,,,,,,,,,2.0,,,0.7,,,,200.0,200.0,200.0,0.0,200.0,
335391,1819479.0486007587,5534705.704117865,71.3,,,,73.3,73.3,,,,,,,,,,,,2.0,,,0.6,,,,130.0,130.0,130.0,0.0,130.0,
335467,1820946.399403111,5535259.0478132,,,,,13.0,,,,,,,,,,,,,2.0,,,0.9,,,,300.0,300.0,300.0,0.0,300.0,
335475,1816526.0,5527086.0,161.0,,,,170.0,169.0,,,,,,,,,,,,2.0,,,0.5,,,,150.0,150.0,150.0,0.0,150.0,
336041,1828206.9777574185,5531613.761180821,,,,,78.0,,,,,,,,,,,,,2.0,,,0.7,,,,140.0,140.0,140.0,0.0,140.0,
336097,1828133.1912575697,5528973.92634008,,,,,90.0,,,,,,,,,,,,,2.0,,,0.8,,,,190.0,190.0,190.0,0.0,190.0,
336101,1822760.4126468196,5530904.984675861,126.0,,,,130.15,130.15,,,,,,,,,,,,2.0,,,0.5,,,,130.0,130.0,130.0,0.0,130.0,
336113,1825022.27535831,5528766.577589064,32.0,,,,34.0,34.0,,,,,,,,,,,,2.0,,,0.6,,,,150.0,150.0,150.0,0.0,150.0,
336114,1825664.3514869218,5530018.01558671,11.8,,,,12.3,12.3,,,,,,,,,,,,4.0,,,0.7350000000000001,,,,76.0,95.0,85.5,10.969655114602888,85.5,
336121,1821883.551219517,5526813.720149116,0.0,,,,68.63,0.0,,,,,,,,,,,,4.0,,,0.75,,,,160.0,260.0,210.0,57.735026918962575,210.0,
336143,1821961.5631963268,5526924.758714165,70.0,,,,78.0,78.0,,,,,,,,,,,,2.0,,,0.6,,,,130.0,130.0,130.0,0.0,130.0,
336151,1823481.1915807,5524364.157565823,193.0,,,,200.0,200.0,,,,,,,,,,,,4.0,,,0.65,,,,110.0,245.0,177.5,77.94228634059948,177.5,
336201,1821388.0320254574,5530795.807107565,17.0,,,,20.0,20.0,,,,,,,,,,,,2.0,,,0.7,,,,47.0,47.0,47.0,0.0,47.0,
336213,1822388.7191589517,5526494.674777834,135.0,,,,137.0,137.0,,,,,,,,,,,,4.0,,,0.65,,,,105.0,260.0,182.5,89.48929172439199,182.5,
336221,1828859.3743180481,5529460.144200689,,,,,30.19,,,,,,,,,,,,,2.0,,,0.8,,,,170.0,170.0,170.0,0.0,170.0,
336223,1824541.9257773436,5530977.19205882,245.4,,,,253.4,253.4,,,,,,,,,,,,2.0,,,0.5,,,,140.0,140.0,140.0,0.0,140.0,
336233,1822465.734704512,5526564.701567162,179.0,,,,188.0,188.0,,,,,,,,,,,,4.0,,,0.65,,,,105.0,260.0,182.5,89.48929172439199,182.5,
336245,1822761.4145673448,5530888.98009546,337.2,,,,342.2,342.2,,,,,,,,,,,,2.0,,,0.5,,,,130.0,130.0,130.0,0.0,130.0,
336253,1825260.0114917536,5532250.652770088,145.0,,,,151.0,151.0,,,,,,,,,,,,2.0,,,0.5,,,,130.0,130.0,130.0,0.0,130.0,
336257,1825188.9956832465,5532196.628697222,197.0,,,,206.0,206.0,,,,,,,,,,,,2.0,,,0.5,,,,130.0,130.0,130.0,0.0,130.0,
336283,1820881.308,5526438.524,6.0,,,,6.5,6.5,,,,,,,,,,,,2.0,,,0.6,,,,7.0,7.0,7.0,0.0,7.0,
336442,1822000.570456754,5526965.773906599,197.0,,,,201.75,203.0,,,,,,,,,,,,2.0,,,0.5,,,,130.0,130.0,130.0,0.0,130.0,
336541,1824960.0199292034,5531279.326319778,72.5,,,,75.5,75.5,,,,,,,,,,,,2.0,,,0.6,,,,130.0,130.0,130.0,0.0,130.0,
336571,1825033.421895967,5527096.081735933,46.0,,,,49.0,49.0,,,,,,,,,,,,2.0,,,0.6,,,,130.0,130.0,130.0,0.0,130.0,
337001,1834103.599362937,5534607.334960926,,,,,40.0,,,,,,,,,,,,,2.0,,,0.7,,,,200.0,200.0,200.0,0.0,200.0,
337005,1833656.5918449447,5533097.7752279565,77.0,,,,83.0,83.0,,,,,,,,,,,,2.0,,,0.6,,,,110.0,110.0,110.0,0.0,110.0,
337013,1833691.5851144537,5533297.8465968305,,,,,30.0,,,,,,,,,,,,,2.0,,,0.8,,,,163.0,163.0,163.0,0.0,163.0,
337015,1833273.3537558299,5534267.135399283,75.7,,,,84.7,77.7,,,,,,,,,,,,2.0,,,0.6,,,,120.0,120.0,120.0,0.0,120.0,
337025,1829783.6751258648,5529297.174122678,,,,,50.4,,,,,,,,,,,,,2.0,,,0.7,,,,200.0,200.0,200.0,0.0,200.0,
337031,1831722.9939039266,5532686.452343625,,,,,80.83,,,,,,,,,,,,,2.0,,,0.7,,,,150.0,150.0,150.0,0.0,150.0,
339001,1853985.317714318,5530488.274051765,2.7,,,,4.7,4.7,,,,,,,,,,,,2.0,,,0.9,,,,1.0,1.0,1.0,0.0,1.0,
339058,1850540.02,5528734.382,5.5,,,,6.0,6.0,,,,,,,,,,,,2.0,,,0.7,,,,20.0,20.0,20.0,0.0,20.0,
342027,1793234.1251928373,5517405.04381385,186.4,,,,220.0,201.36,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
342051,1793343.203,5516721.944,59.4,,,,65.5,65.5,,,,,,,,,,,,2.0,,,0.7,,,,190.0,190.0,190.0,0.0,190.0,
342077,1793346.2029765167,5516722.944579038,168.0,,,,192.0,192.0,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
342083,1790036.5730253132,5517937.826265942,171.0,,,,188.0,188.0,,,,,,,,,,,,2.0,,,0.7,,,,145.0,145.0,145.0,0.0,145.0,
342089,1793324.0997597044,5517854.124301914,192.0,,,,204.0,204.0,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
342105,1790003.6070464826,5517520.761000542,168.2,,,,205.0,174.2,,,,,,,,,,,,2.0,,,0.5,,,,130.0,130.0,130.0,0.0,130.0,
343125,1795989.789000105,5525372.688630606,7.6,,,,10.6,10.6,,,,,,,,,,,,2.0,,,0.7,,,,22.5,22.5,22.5,0.0,22.5,
343171,1797263.052493301,5525096.7853029035,114.6,,,,120.0,120.0,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
344007,1808267.7560718213,5519979.822319586,145.0,,,,149.0,149.0,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
345001,1816810.4827379659,5523507.377992889,124.0,,,,135.0,135.0,,,,,,,,,,,,4.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
345011,1812400.3821602894,5523845.0714993,,,,,135.0,,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
345041,1819252.0557949352,5524222.773812919,,,,,165.51,,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
345053,1819224.0476098263,5524233.77442289,,,,,163.9,,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
345077,1819220.0468626972,5524229.773005282,325.8,,,,342.8,342.8,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
345181,1819321.0277387109,5524824.942686254,,,,,277.0,,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
345191,1819488.1049644714,5524393.84004223,247.0,,,,250.0,250.0,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
345210,1819288.0522683656,5524393.823087494,,,,,165.0,,,,,,,,,,,,,2.0,,,0.6,,,,120.0,120.0,120.0,0.0,120.0,
346031,1824529.43,5524317.095,,,,,47.28,,,,,,,,,,,,,2.0,,,0.8,,,,260.0,260.0,260.0,0.0,260.0,
347031,1835805.1763676223,5516425.372632232,30.0,,,,36.0,36.0,,,,,,,,,,,,2.0,,,0.7,,,,17.0,17.0,17.0,0.0,17.0,
348104,1841630.0360895875,5519663.624483005,65.0,,,,95.0,95.0,,,,,,,,,,,,2.0,,,0.7,,,,69.0,69.0,69.0,0.0,69.0,
348134,1842904.4622285434,5520447.939809105,2.8,,,,8.8,3.3,,,,,,,,,,,,4.0,,,0.55,,,,7.0,10.0,8.5,1.7320508075688772,8.5,
352312,1790597.712,5519373.099,,,,,86.0,,,,,,,,,,,,,2.0,,,0.8,,,,250.0,250.0,250.0,0.0,250.0,
354005,1803430.3856741246,5509545.378100962,144.4,,,,165.5,165.5,,,,,,,,,,,,2.0,,,0.6,,,,140.0,140.0,140.0,0.0,140.0,
354011,1804240.416129978,5512476.983118142,33.5,,,,36.5,36.5,,,,,,,,,,,,4.0,,,0.7,,,,136.0,136.0,136.0,0.0,136.0,
354057,1809286.5686208063,5507889.292421069,70.0,,,,70.5,70.5,,,,,,,,,,,,2.0,,,0.6,,,,120.0,120.0,120.0,0.0,120.0,
354101,1805791.9044787555,5506961.985156353,,,,,102.7,,,,,,,,,,,,,2.0,,,0.7,,,,127.0,127.0,127.0,0.0,127.0,
357103,1832792.2813219829,5510590.488228445,3.9,,,,6.9,6.9,,,,,,,,,,,,2.0,,,0.7,,,,1.0,1.0,1.0,0.0,1.0,
357109,1833473.487406033,5511160.669338728,,,,,14.45,,,,,,,,,,,,,2.0,,,0.8,,,,0.2,0.2,0.2,0.0,0.2,
357121,1834380.769,5512928.231,4.9,,,,5.4,5.4,,,,,,,,,,,,2.0,,,0.7,,,,0.2,0.2,0.2,0.0,0.2,
366076,1825082.8579752254,5497406.892291207,,,,,23.0,,,,,,,,,,,,,2.0,,,0.9,,,,3.0,3.0,3.0,0.0,3.0,
367017,1828441.502542788,5494420.983722189,,,,,,,,,,,,,,,,,,2.0,,,0.9,,,,30.0,30.0,30.0,0.0,30.0,
420075,1856497.862009996,5538394.847767841,6.0,,,,9.0,9.0,,,,,,,,,,,,2.0,,,0.7,,,,23.0,23.0,23.0,0.0,23.0,
430019,1856453.136,5534386.083,4.0,,,,4.5,4.5,,,,,,,,,,,,2.0,,,0.7,,,,0.2,0.2,0.2,0.0,0.2,
430021,1856459.138,5534384.083,7.0,,,,7.5,7.5,,,,,,,,,,,,2.0,,,0.7,,,,39.0,39.0,39.0,0.0,39.0,
699009,1767164.00024214,5589392.861221326,22.0,,,,70.0,29.0,,,,,,,,,,,,2.0,,,0.75,,,,96.0,96.0,96.0,0.0,96.0,
probably 699009 - not this,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,115.0,115.0,115.0,,115.0,
699022,1766875.1468628468,5588938.692345314,,,,,76.0,,,,,,,,,,,,,2.0,,,0.8,,,,150.0,150.0,150.0,0.0,150.0,
